customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,event_id,batch_date,score,predicted_label,priority_band,case_status,analyst_owner,sla_hours_remaining
8676-TRMJS,Male,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,88.51,209.1,evt_001255,2026-03-05,0.4249171010270659,0,Moderate,Investigating,M. Ali,39
4818-QIUFN,Female,1,No,No,20,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.2,1520.9,evt_001256,2026-03-05,0.4052658689184818,0,Moderate,New,M. Ali,47
2828-SLQPF,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,54.01,865.85,evt_001257,2026-03-05,0.6973419605902442,1,High,New,S. Fatima,23
4742-TXUEX,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.44,890.5,evt_001258,2026-03-05,0.03121470264584745,0,Low,New,R. Ahmed,36
3324-OIRTO,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.84,7288.4,evt_001259,2026-03-05,0.30647139844822474,0,Moderate,New,S. Fatima,39
8400-WZICQ,Female,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),61.64,3131.8,evt_001260,2026-03-05,0.24035641243080222,0,Low,Queued,M. Ali,7
6698-OXETB,Male,0,No,No,11,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.14,231.45,evt_001261,2026-03-05,0.4926250935264495,0,Moderate,Investigating,R. Ahmed,33
4760-THGOT,Female,0,Yes,No,43,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),106.39,4107.3,evt_001262,2026-03-05,0.2651640302698448,0,Moderate,Investigating,R. Ahmed,17
4335-UPJSI,Female,0,No,Yes,24,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.84,498.1,evt_001263,2026-03-05,0.3158542231594107,0,Moderate,Queued,S. Fatima,8
3926-YZVVX,Female,0,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.33,2029.05,evt_001264,2026-03-05,0.1610248485301019,0,Low,Investigating,R. Ahmed,9
5438-QMDDL,Female,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.79,1130.85,evt_001265,2026-03-05,0.7853693163143255,1,Critical,New,M. Ali,7
4422-QVIJA,Female,0,No,Yes,35,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,63.74,1655.35,evt_001266,2026-03-05,0.12997876564146263,0,Low,Investigating,R. Ahmed,43
5845-BZZIB,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.78,655.3,evt_001267,2026-03-05,0.29461223085834254,0,Moderate,Queued,S. Fatima,37
5566-SOEZD,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.2,2209.75,evt_001268,2026-03-05,0.44553219297178065,0,Moderate,New,S. Fatima,6
1133-KXCGE,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.17,407.05,evt_001269,2026-03-05,0.16391038411446177,0,Low,Resolved,A. Khan,30
1357-BIJKI,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.41,4858.7,evt_001270,2026-03-05,0.6662500203966365,1,High,New,R. Ahmed,32
9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.27,1821.95,evt_001271,2026-03-05,0.8155838205171151,1,Critical,New,R. Ahmed,25
2279-AXJJK,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,108.94,5088.4,evt_001272,2026-03-05,0.5462239886008414,1,High,New,M. Ali,29
6953-PBDIN,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,86.98,5265.55,evt_001273,2026-03-05,0.13513359546607498,0,Low,New,Unassigned,43
3877-JRJIP,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.41,59.85,evt_001274,2026-03-05,0.9108282958001604,1,Critical,New,Unassigned,25
3910-MRQOY,Female,0,Yes,No,72,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.97,1496.45,evt_001275,2026-03-05,0.1056750313709572,0,Low,Queued,A. Khan,32
8809-XKHMD,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),99.66,7325.1,evt_001276,2026-03-05,0.31551336907713057,0,Moderate,Resolved,R. Ahmed,28
0023-XUOPT,Female,0,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),104.47,1215.6,evt_001277,2026-03-05,0.3600078175681081,0,Moderate,New,S. Fatima,20
8401-EMUWF,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.3,3058.3,evt_001278,2026-03-05,0.6697836798901005,1,High,Queued,Unassigned,42
2919-HBCJO,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.41,333.6,evt_001279,2026-03-05,0.7254498868399933,1,High,New,M. Ali,21
1217-VASWC,Male,1,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.33,4304.0,evt_001280,2026-03-05,0.7432114759517601,1,High,Investigating,M. Ali,38
4709-LKHYG,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.29,540.05,evt_001281,2026-03-05,0.3523598397063591,0,Moderate,New,S. Fatima,29
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),115.71,8468.2,evt_001282,2026-03-05,0.06500686749412037,0,Low,New,M. Ali,33
8717-VCTXJ,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.18,839.4,evt_001283,2026-03-05,0.1384226214641508,0,Low,Queued,R. Ahmed,36
2482-CZGBB,Male,0,No,No,10,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,87.34,740.0,evt_001284,2026-03-05,0.37642447697411563,0,Moderate,Investigating,S. Fatima,35
6734-PSBAW,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.56,1723.95,evt_001285,2026-03-05,0.13470038045360458,0,Low,Investigating,M. Ali,27
3247-ZVOUO,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,90.19,851.75,evt_001286,2026-03-05,0.857800849326035,1,Critical,Queued,S. Fatima,30
6733-LRIZX,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),134.03,4025.5,evt_001287,2026-03-05,0.3295333490768176,0,Moderate,Investigating,Unassigned,25
7581-EBBOU,Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),90.8,4224.7,evt_001288,2026-03-05,0.19082140472409964,0,Low,New,Unassigned,17
9256-JTBNZ,Female,0,No,No,11,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.31,246.3,evt_001289,2026-03-05,0.49315921181598227,0,Moderate,New,S. Fatima,35
6900-RBKER,Male,0,No,No,52,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),98.21,4577.75,evt_001290,2026-03-05,0.0790638776163216,0,Low,New,M. Ali,42
7816-VGHTO,Female,0,Yes,Yes,6,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,46.25,217.5,evt_001291,2026-03-05,0.7985272923752984,1,Critical,New,A. Khan,34
3354-OADJP,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),66.39,447.75,evt_001292,2026-03-05,0.581373545193174,1,High,New,Unassigned,37
9860-LISIZ,Female,0,No,No,34,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.59,673.2,evt_001293,2026-03-05,0.08326099990159373,0,Low,Queued,Unassigned,40
0761-AETCS,Female,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.33,19.3,evt_001294,2026-03-05,0.5940859374821557,1,High,New,R. Ahmed,18
1848-LBZHY,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,58.68,355.1,evt_001295,2026-03-05,0.6989202463827987,1,High,Queued,Unassigned,4
5498-IBWPI,Female,0,Yes,Yes,66,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,56.62,3251.85,evt_001296,2026-03-05,0.3374403753353402,0,Moderate,Queued,A. Khan,17
4735-ASGMA,Male,0,No,No,26,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.93,2515.3,evt_001297,2026-03-05,0.40474410115332876,0,Moderate,Investigating,R. Ahmed,36
1530-ZTDOZ,Female,0,Yes,No,49,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,45.2,2070.75,evt_001298,2026-03-05,0.60229965461405,1,High,Queued,M. Ali,39
2877-VDUER,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,42.43,1383.6,evt_001299,2026-03-05,0.6916553015569931,1,High,New,A. Khan,25
9405-GPBBG,Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,122.18,7069.25,evt_001300,2026-03-12,0.5426660798773898,1,High,New,S. Fatima,37
7579-OOPEC,Female,1,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),55.37,115.1,evt_001301,2026-03-12,0.5385173862132094,1,High,Queued,S. Fatima,5
2960-NKRSO,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,97.46,2107.15,evt_001302,2026-03-12,0.583754400972334,1,High,Queued,Unassigned,31
6872-HXFNF,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),63.41,3756.45,evt_001303,2026-03-12,0.1076789674463308,0,Low,New,M. Ali,33
2810-FTLEM,Female,0,No,No,16,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.59,762.25,evt_001304,2026-03-12,0.4616611182859114,0,Moderate,New,Unassigned,25
3970-XGJDU,Female,0,No,No,62,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.67,1123.65,evt_001305,2026-03-12,0.13375902117897542,0,Low,Investigating,Unassigned,34
5808-TOTXO,Female,0,No,Yes,3,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.21,57.4,evt_001306,2026-03-12,0.28049902332022203,0,Moderate,Queued,R. Ahmed,24
4945-RVMTE,Female,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),67.95,1646.45,evt_001307,2026-03-12,0.57838313037912,1,High,New,Unassigned,26
2485-ITVKB,Female,0,Yes,No,2,No,No phone service,No,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),39.42,68.75,evt_001308,2026-03-12,0.7097764297702108,1,High,Queued,S. Fatima,29
5186-EJEGL,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,77.84,653.25,evt_001309,2026-03-12,0.5744010332641311,1,High,Resolved,S. Fatima,38
9122-UMROB,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.86,20.3,evt_001310,2026-03-12,0.36074553075094173,0,Moderate,New,A. Khan,13
7492-TAFJD,Male,0,Yes,Yes,7,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),43.91,280.0,evt_001311,2026-03-12,0.5707285121723088,1,High,Investigating,M. Ali,15
2754-XBHTB,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.51,714.15,evt_001312,2026-03-12,0.7753707904991209,1,Critical,New,Unassigned,21
4086-WITJG,Male,0,Yes,Yes,71,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.54,1301.1,evt_001313,2026-03-12,0.058348781594592905,0,Low,Queued,S. Fatima,11
9907-SWKKF,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,30.42,25.05,evt_001314,2026-03-12,0.7716148266046154,1,Critical,Queued,M. Ali,17
9112-WSNPU,Female,1,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.65,2419.0,evt_001315,2026-03-12,0.48082912253740223,0,Moderate,New,M. Ali,18
2391-SOORI,Male,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),53.01,219.65,evt_001316,2026-03-12,0.7017825574729172,1,High,Resolved,S. Fatima,16
3523-QRQLL,Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.2,1498.2,evt_001317,2026-03-12,0.5187730682856563,1,High,Queued,Unassigned,20
4819-HJPIW,Male,0,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),29.97,476.8,evt_001318,2026-03-12,0.20095552786247972,0,Low,Resolved,M. Ali,25
8711-LOBKY,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.54,1188.25,evt_001319,2026-03-12,0.09890106649348578,0,Low,New,Unassigned,34
7010-ZMVBF,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.49,357.0,evt_001320,2026-03-12,0.3779140236210434,0,Moderate,Investigating,R. Ahmed,15
1730-VFMWO,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,50.97,1815.3,evt_001321,2026-03-12,0.28708429117802053,0,Moderate,Resolved,Unassigned,40
1751-NCDLI,Male,1,Yes,No,46,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.21,4564.9,evt_001322,2026-03-12,0.4576093036934501,0,Moderate,Queued,M. Ali,24
8591-TKMZH,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,127.46,6555.2,evt_001323,2026-03-12,0.416331359428138,0,Moderate,New,R. Ahmed,35
2778-OCLGR,Male,1,Yes,No,24,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,41.19,971.3,evt_001324,2026-03-12,0.4121246915675144,0,Moderate,Investigating,A. Khan,7
1459-QNFQT,Male,0,Yes,Yes,70,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,64.96,4144.8,evt_001325,2026-03-12,0.23702057508524876,0,Low,Queued,S. Fatima,10
2501-XWWTZ,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,79.73,760.05,evt_001326,2026-03-12,0.725913587448554,1,High,Resolved,Unassigned,22
2925-VDZHY,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),99.62,6501.35,evt_001327,2026-03-12,0.2658463952804896,0,Moderate,Queued,R. Ahmed,18
4701-MLJPN,Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.91,1715.65,evt_001328,2026-03-12,0.5996479193353368,1,High,New,M. Ali,24
9548-LERKT,Male,0,Yes,No,24,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.0,483.15,evt_001329,2026-03-12,0.18855376651858824,0,Low,New,Unassigned,9
1360-JYXKQ,Female,1,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.49,5437.1,evt_001330,2026-03-12,0.5235951026064847,1,High,Investigating,A. Khan,23
7717-BICXI,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.2,1205.05,evt_001331,2026-03-12,0.13375559212970875,0,Low,Resolved,R. Ahmed,33
8224-KDLKN,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.21,1738.9,evt_001332,2026-03-12,0.030662263908424324,0,Low,New,Unassigned,35
7663-CUXZB,Male,0,Yes,No,59,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,109.88,6561.25,evt_001333,2026-03-12,0.15214374348724385,0,Low,Investigating,S. Fatima,13
6979-ZNSFF,Female,0,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.26,762.1,evt_001334,2026-03-12,0.517925170507086,1,High,Resolved,Unassigned,17
2672-OJQZP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.59,44.75,evt_001335,2026-03-12,0.8687813494889666,1,Critical,New,R. Ahmed,26
5331-RGMTT,Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.7,5295.7,evt_001336,2026-03-12,0.6507907456446005,1,High,New,Unassigned,25
1302-UHBDD,Male,1,No,No,20,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,98.74,1648.45,evt_001337,2026-03-12,0.346292371432932,0,Moderate,Investigating,R. Ahmed,38
0923-PNFUB,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),84.97,247.25,evt_001338,2026-03-12,0.7412862030652755,1,High,Queued,R. Ahmed,19
7803-XOCCZ,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,95.79,4326.8,evt_001339,2026-03-12,0.2804965863124326,0,Moderate,New,M. Ali,32
2439-LYPMQ,Male,1,Yes,No,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,125.55,4009.2,evt_001340,2026-03-12,0.37561339445760744,0,Moderate,Investigating,Unassigned,42
5804-JMYIO,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.3,757.95,evt_001341,2026-03-12,0.2017764991170409,0,Low,Queued,M. Ali,15
5473-KHBPS,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),112.14,4976.15,evt_001342,2026-03-12,0.42548524192410203,0,Moderate,Resolved,Unassigned,39
6374-NTQLP,Male,1,Yes,Yes,72,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),114.54,7447.7,evt_001343,2026-03-12,0.06874139349512691,0,Low,Investigating,M. Ali,17
5949-EBSQK,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,68.6,229.55,evt_001344,2026-03-12,0.7554754595925978,1,Critical,Investigating,M. Ali,17
2408-PSJVE,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,65.42,2924.05,evt_001345,2026-03-12,0.35393561921360395,0,Moderate,Queued,Unassigned,32
8780-RSYYU,Female,0,No,No,25,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.12,532.1,evt_001346,2026-03-12,0.220470037687932,0,Low,New,M. Ali,30
8775-ERLNB,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,89.01,74.3,evt_001347,2026-03-12,0.830971437808348,1,Critical,Queued,S. Fatima,27
0463-TXOAK,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.57,1334.5,evt_001348,2026-03-12,0.21201875895764224,0,Low,New,Unassigned,12
1218-VKFPE,Female,0,Yes,Yes,12,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.25,233.55,evt_001349,2026-03-12,0.16206876681322518,0,Low,Queued,A. Khan,6
9481-SFCQY,Female,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,71.2,824.85,evt_001350,2026-03-12,0.3193802296467274,0,Moderate,New,A. Khan,43
6543-CPZMK,Male,0,Yes,Yes,9,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.33,248.95,evt_001351,2026-03-12,0.855579328509021,1,Critical,Queued,S. Fatima,42
0106-UGRDO,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),142.06,8182.85,evt_001352,2026-03-12,0.27676837468175985,0,Moderate,New,M. Ali,42
2668-TZSPS,Male,0,No,No,1,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.44,20.45,evt_001353,2026-03-12,0.2786415046433197,0,Moderate,New,M. Ali,25
1866-DIOQZ,Female,0,Yes,No,71,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),78.13,4689.15,evt_001354,2026-03-12,0.15727267962430264,0,Low,New,A. Khan,42
9289-LBQVU,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,77.32,4480.7,evt_001355,2026-03-12,0.4716267037446431,0,Moderate,Queued,S. Fatima,23
6284-AHOOQ,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.72,1910.6,evt_001356,2026-03-12,0.7716014948165455,1,Critical,Investigating,M. Ali,5
7855-DIWPO,Female,0,No,No,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.02,1493.2,evt_001357,2026-03-12,0.3470166604626817,0,Moderate,New,A. Khan,11
5213-TWWJU,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),107.32,2626.15,evt_001358,2026-03-12,0.1733089287530751,0,Low,Investigating,R. Ahmed,14
9926-PJHDQ,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.59,5468.45,evt_001359,2026-03-12,0.309098315292108,0,Moderate,Investigating,R. Ahmed,19
4690-LLKUA,Male,1,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.57,770.6,evt_001360,2026-03-12,0.8599486866033742,1,Critical,New,A. Khan,45
1074-AMIOH,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,120.0,5935.1,evt_001361,2026-03-12,0.256268654927095,0,Moderate,Queued,M. Ali,17
3908-BLSYF,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,99.86,497.55,evt_001362,2026-03-12,0.3699410711944019,0,Moderate,New,Unassigned,30
8080-DDEMJ,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,52.54,45.1,evt_001363,2026-03-12,0.8490499865031418,1,Critical,New,R. Ahmed,14
2748-MYRVK,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),122.8,6137.0,evt_001364,2026-03-12,0.37313971341453106,0,Moderate,Queued,S. Fatima,31
0463-WZZKO,Male,0,No,No,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.15,67.1,evt_001365,2026-03-12,0.5773482775264615,1,High,New,S. Fatima,28
6022-UGGSO,Female,1,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,76.31,2276.95,evt_001366,2026-03-12,0.5262567475289132,1,High,Investigating,M. Ali,8
6834-NXDCA,Female,0,No,No,13,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),26.67,300.8,evt_001367,2026-03-12,0.8715951771264185,1,Critical,Resolved,Unassigned,23
4415-IJZTP,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.2,74.5,evt_001368,2026-03-12,0.8249889489074387,1,Critical,Investigating,Unassigned,6
7808-DVWEP,Male,0,Yes,No,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.78,49.65,evt_001369,2026-03-12,0.4104647949907402,0,Moderate,Queued,Unassigned,42
1346-UFHAX,Female,0,No,No,13,Yes,Yes,No,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),96.85,1029.35,evt_001370,2026-03-12,0.22790054234451418,0,Low,Queued,M. Ali,34
